sentiment,texte
negative,magasins 16 mars 2010 - Le détaillant finlandais de papeterie et de cadeaux Tiimari HEL : TII1V a annoncé hier qu'il supprimerait un total de 28 emplois dans ses unités Tiimari Retail Ltd et Gallerix Finland Ltd à la suite de la fermeture de magasins.
neutral,"Une entreprise locale de gestion des déchets, Turun Seudun J+�tehuolto, a prévu de créer une installation d'incinération de déchets d'une capacité de 150 000 tonnes."
neutral,"Selon le président Michael Hornborg, les organisations ont simplement critiqué la faible performance de Raisio."
positive,"En conséquence , les restrictions russes à l' importation imposées aux entreprises laitières finlandaises seront supprimées le 6 août 2010 ."
neutral,La société forestière finlandaise UPM-Kymmene et la société de gestion des déchets Lassila & Tikanoja ont annoncé le 30 janvier qu'elles envisageaient de produire de l'éthanol et de l'énergie à partir de déchets commerciaux et industriels.
negative,"Seul le conducteur est resté dans la voiture avec le suspect, qui a été kidnappé et forcé sous la menace d'une arme à se rendre à Durham."
neutral,"PGE Belchatow gère la centrale électrique au charbon de Belchatow de 4,44 GW, et Fortum a l'intention de lancer un projet de démonstration de CSC conjointement avec Teollisuuden Voima Oyj (TVO) - un autre service public finlandais - dans leur centrale au charbon de 565 MW de Meri-Pori, en propriété commune."
neutral,"La chaîne a tenté de réduire ses propres coûts, faisant pression sur des fournisseurs tels que le fabricant d'équipements de fitness Precor pour qu'ils baissent leurs prix."
neutral,"Somaxon Pharmaceuticals, partenaire nord-américain de licence de BioTie, a lancé une étude clinique de phase II-III chez des patients souffrant de jeu pathologique et une étude pilote de phase II sur le sevrage tabagique lié à la dépendance à la nicotine."
neutral,"Pour des informations 24 heures sur 24, essayez les actualités ICIS www.icis.com Cliquez sur « essai », puis sur les actualités ICIS."
neutral,Il portait une casquette noire de type bonnet et une veste noire.
negative,Les administrateurs ont indiqué qu'il faudrait supprimer 900 postes chez l'assureur irlandais au cours des 15 prochains mois.
neutral,Les produits ont une faible teneur en sel et en matières grasses.
negative,Le besoin total de réductions de personnel correspond à environ 300 années-homme.
neutral,"Selon le chef de produit Lassi Hietanen, construire une centrale électrique brûlant des déchets mélangés à Helsinki n'est peut-être pas une bonne idée car cela réduit la production des centrales électriques combinées utilisant du gaz naturel."
negative,"Selon Scanfil, la demande de produits de réseaux de télécommunications a considérablement fluctué au troisième trimestre 2006 et la situation devrait rester instable pour le reste de l'année."
negative,Finnair estime que la grève lui occasionnera des pertes nettes quotidiennes supérieures à 2 millions d'euros en raison des annulations de réservations et des réacheminements de passagers.
negative,"HELSINKI Thomson Financial - Les actions ont clôturé sans grand changement, Cargotec et Huhtamaki ayant chuté fortement suite à des rapports décevants pour le deuxième trimestre."
negative,"La compagnie aérienne a estimé que l'annulation de ses vols en raison de la fermeture de l'espace aérien européen et le processus de reprise du trafic lui ont causé une perte de 20 millions d'euros, y compris les coûts d'hébergement des passagers bloqués."
negative,L'annonce intervient deux semaines avant l'expiration d'un accord de licence clé entre les deux sociétés qui sont en désaccord sur le paiement des redevances pour les puces Texas Instrument qui utilisent la technologie brevetée par Qualcomm.
negative,"En Finlande, le syndicat du personnel d'OP-Pohjola boycotte les activités de vente d'assurance du groupe parce que l'entreprise a refusé de prendre en compte la vente d'assurance dans la détermination des salaires."
negative,Le groupe Ruukki estime avoir perdu 4 millions d'euros dans le projet qui a échoué.
negative,"Samsung occupe actuellement la troisième place et a perdu du terrain au cours du trimestre, chutant de 1,8% à 11,1% de part globale."
negative,"La pension de la police et des pompiers de Baltimore, qui dispose d'environ 1,5 milliard de dollars, a perdu environ 3,5 millions de dollars dans la combine Madoff Ponzi."
negative,"Vanhanen a déclaré que la frappe serait « extrêmement dommageable » alors que quelque 1 300 participants et journalistes commencent à arriver en Finlande pour le sommet d'une journée de l'UE avec le président russe Vladimir Poutine à Lahti, à environ 100 kilomètres (60 miles) au nord d'Helsinki."
negative,""" Les petites entreprises souffrent en ce moment parce qu'elles risquent d' avoir des problèmes financiers "" , a - t - il ajouté ."
negative,"Au total, Finnair a annulé plus de 500 vols à cause de la grève."
negative,"Le résultat opérationnel, hors éléments exceptionnels, s'est élevé à 9,1 millions d'euros contre 10,6 millions d'euros hors éléments exceptionnels pour les activités poursuivies en 2004."
negative,"Les concessionnaires ont déclaré que le titre avait été largement touché par la déception des investisseurs concernant une marge de raffinage de seulement 9,48 USD par baril pour le trimestre et par la performance de son unité de transport maritime, qui a vu son EBIT chuter à 5 millions d'euros contre 20 millions d'euros par an dans un contexte de baisse des volumes. et les tarifs des pétroliers."
negative,"Pour rendre les choses encore plus difficiles, la société a déclaré qu'elle était aux prises avec la hausse des prix du pétrole et du gaz, qui a fait grimper le coût de l'énergie, des matières premières et du transport."
positive,"« Au-delà des capacités vocales améliorées, les clients disposent désormais d'un moyen simplifié de se conformer aux rappels et autres exigences de traçabilité, leur offrant ainsi un avantage concurrentiel."
positive,Finnair a pu assurer la plupart de ses vols de loisirs malgré la grève.
neutral,"L'idée commerciale de Budget Sport est d'offrir à ses clients une large gamme d'équipements et de vêtements de sport de haute qualité à bas prix, a déclaré la société."
neutral,L'une des caisses d'arrivée sera équipée d'un système moderne de contrôle de la consistance pour garantir le profil transversal des plaques de plâtre.
neutral,"L'une des caisses de tête sera équipée d'un système moderne de contrôle de cohérence pour assurer le profil transversal de la machine des plaques de plâtre, a déclaré la société dans un communiqué reçu par Lesprom Network."
negative,Les petits investisseurs ont exprimé leurs craintes que les actions finissent dans la poche des investisseurs à risque.
negative,Le résultat sera également grevé par l'augmentation des coûts fixes associés aux opérations en Chine et par les coûts de restructuration au Japon.
positive,"Dans le cadre de la transaction, M-real et Sappi ont également signé un accord à long terme sur la fourniture de pâte et de BCTMP ainsi que d'autres services et fournitures de moindre envergure."
neutral,"Les ventes ont diminué de 14 pour cent en Finlande et ont augmenté de 27 pour cent à l'étranger, où les ventes ont été soutenues par la forte croissance des ventes en Russie et en Lituanie."
neutral,"En Asie, l'indice Nikkei du Japon a chuté de 0,62 pour cent et l'indice Hang Seng de Hong Kong a augmenté de 0,56 pour cent."
neutral,4 février 2011 - Le développeur finlandais de logiciels de confidentialité et de sécurité Tectia Oyj (HEL : TEC1V) a annoncé mercredi la création de deux unités commerciales stratégiques : la sécurité gérée et l'authentification mobile.
negative,"Le bénéfice d'exploitation pour la période de 12 mois a diminué de 2,9 millions d'euros tandis que le chiffre d'affaires a augmenté de 24,5 millions d'euros par rapport à l'exercice 2004 ."
negative,"Le bénéfice d'exploitation pour la période de 12 mois a diminué de 28,2 millions d'euros tandis que le chiffre d'affaires net a augmenté de 313,42 millions d'euros par rapport à l'exercice 2004."
negative,"Le bénéfice d'exploitation pour la période de 12 mois a diminué de 5,4 millions d'euros tandis que le chiffre d'affaires net a augmenté de 62,0 millions d'euros par rapport à l'exercice 2004."
neutral,"Le bénéfice d'exploitation pour la période de 12 mois a diminué de 9,6 millions d'euros tandis que le chiffre d'affaires net a augmenté de 69,0 millions d'euros par rapport à 2005."
neutral,"Le bénéfice d'exploitation pour le semestre a diminué de 111,9 millions d'euros, tandis que les ventes ont augmenté de 1 275 millions d'euros, par rapport à la période correspondante de 2006."
negative,"Le bénéfice d'exploitation pour le semestre a diminué de 21 millions d'euros, tandis que le chiffre d'affaires net a augmenté de 436,9 millions d'euros, par rapport à la période correspondante de 2007."
negative,"Le bénéfice d'exploitation pour la période de trois mois a diminué de 1,65 million d'euros tandis que le chiffre d'affaires net a augmenté de 14,6 millions d'euros par rapport à la période correspondante de 2005."
negative,"Au premier semestre 2008 , le bénéfice d' exploitation de la banque est tombé à 11,8 millions d' euros contre 18,9 millions d' euros , tandis que les revenus nets d' intérêts ont augmenté à 20,9 millions d' euros contre 18,8 millions d' euros au premier semestre 2007 ."
negative,"Le bénéfice d'exploitation pour la période de 12 mois a diminué de 157,5 millions d'euros, tandis que le chiffre d'affaires net a augmenté de 634,3 millions d'euros par rapport à 2007."
